PERSONID	SERIAL	MOTIVE	MEANS1	CHARACTER1	OCCASION1	LOCATION1	OBJECT1	SPECIALTY1	INVADEMODE1	FLEEMODE1	TOOL1	FASHION1	TOOLSSOURCE1	COMMRULE1	ZONE1
R3623210000002007080139	1	115	5390	534	71	1705	543	24	2213	1	D0102	313	11	13	230126
R3623210000002007080140	1	103	6510	812	69	1708	568	5	2301	5	G0201	302	11	19	511300
R3623210000002007080141	1	102	2307	510	51	2116	570	81	2110	1	C0401	206	11	19	610622
R3623210000002007080142	1	121	5615	528	14	700	536	10	2122	1	O0101	301	11	16	350182
R3623210000002007080143	1	123	5100	550	32	2235	560	20	2209	1	Y0004	313	11	14	421221
R3623210000002007080144	1	102	7482	564	20	2181	544	45	2307	6	A0107	209	11	14	532600
R3623210000002007080145	1	108	1102	120	30	1702	550	33	2300	1	W0203	302	11	18	500230
R3623210000002007080146	1	127	7114	548	15	1806	601	30	2206	2	M0406	313	11	14	371300
R3623210000002007080147	1	112	2112	500	10	2310	529	82	2203	4	L0401	100	11	14	610222
R3623210000002007080148	1	104	5608	573	45	2107	538	80	2117	6	C0115	206	11	14	320706
R3623210000002007080149	1	114	4504	567	64	2284	567	40	2305	2	U9900	299	11	13	110224
R3623210000002007080150	1	110	2111	100	47	2217	532	5	2301	1	X0050	301	11	16	622727
R3623210000002007080151	1	119	5710	501	26	2302	562	18	2120	3	R0203	200	11	17	530425
R3623210000002007080152	1	104	2380	532	67	2202	573	48	2208	4	M0302	203	11	12	340112
R3623210000002007080153	1	121	4906	554	32	2206	602	6	2405	4	A0109	302	11	17	430722
R3623210000002007080154	1	119	5703	516	63	2204	548	32	2211	6	P0301	313	11	15	130703
R3623210000002007080155	1	107	5106	544	44	1404	503	43	2101	5	F0408	208	11	18	640101
R3623210000002007080156	1	124	3521	523	24	2222	521	21	2109	2	X0040	200	11	11	500227
R3623210000002007080157	1	118	3505	525	66	1899	557	26	2400	1	M0103	300	11	19	330502
R3623210000002007080158	1	101	3406	553	41	2333	503	51	2204	6	F0401	203	11	19	371522
R3623210000002007080159	1	116	5510	402	70	1409	519	47	2111	1	A1599	200	11	15	440203
R3623210000002007080160	1	121	4509	536	51	2108	506	33	2106	6	B0904	209	11	11	130403
R3623210000002007080161	1	127	4903	504	11	1701	553	44	2118	6	M0201	299	11	14	230422
R3623210000002007080162	1	103	3509	190	51	1802	538	11	2126	3	Y0007	311	11	16	230715
R3623210000002007080163	1	116	3516	807	25	2230	512	14	2126	5	A0200	200	11	13	370213
R3623210000002007080164	1	112	7290	573	48	1601	551	42	2123	4	W0300	204	11	19	610100
R3623210000002007080165	1	111	7104	501	72	2404	557	33	2203	5	X0024	206	11	13	330207
R3623210000002007080166	1	118	3631	190	67	1804	506	3	2302	4	N0203	202	11	11	110101
R3623210000002007080167	1	120	7204	302	12	500	539	23	2300	5	U0420	312	11	14	622226
R3623210000002007080168	1	103	2125	800	72	2405	564	15	2104	6	I0500	200	11	15	500112
R3623210000002007080169	1	105	4208	809	60	2230	558	32	2306	3	X0015	311	11	11	420509
R3623210000002007080170	1	108	4582	562	45	1299	572	40	2207	3	L9900	202	11	15	652200
R3623210000002007080171	1	116	5610	561	22	2324	529	23	2125	4	J0207	301	11	18	650103
R3623210000002007080172	1	103	7486	530	22	1401	503	33	2106	3	X0057	200	11	13	373009
R3623210000002007080173	1	110	4605	547	24	1783	528	1	2116	2	E0200	205	11	11	130956
R3623210000002007080174	1	105	5410	527	24	2385	518	45	2300	4	X0050	120	11	19	522631
R3623210000002007080175	1	117	2110	550	21	2312	506	39	2405	6	U0450	100	11	13	411381
R3623210000002007080176	1	118	5317	502	32	2219	508	21	2119	2	A1100	299	11	14	371325
R3623210000002007080177	1	108	5317	130	11	1802	554	27	2104	3	B0703	209	11	18	230524
R3623210000002007080178	1	120	6103	563	47	2311	508	7	2115	1	J0100	200	11	18	330800
R3623210000002007080179	1	101	2120	548	14	2219	558	2	2116	4	K0700	200	11	16	330109
R3623210000002007080180	1	113	2303	545	28	2320	513	50	2405	1	U0599	200	11	19	410611
R3623210000002007080181	1	118	7108	511	41	2309	511	10	2406	6	O0301	200	11	17	612430
R3623210000002007080182	1	109	4903	573	24	1400	559	34	2309	4	B0299	110	11	12	230181
R3623210000002007080183	1	115	5412	540	25	2227	529	40	2117	5	G0103	208	11	19	445300
R3623210000002007080184	1	114	4500	406	20	2211	560	14	2122	4	V0111	202	11	16	460103
R3623210000002007080185	1	125	5102	545	27	2300	559	16	2205	1	X0022	209	11	13	622626
R3623210000002007080186	1	127	6420	804	63	1182	566	3	2114	6	E0304	204	11	11	542336
R3623210000002007080187	1	106	3306	812	48	2321	528	34	2124	1	W0410	120	11	16	211422
R3623210000002007080188	1	122	5202	201	47	2210	513	8	2300	5	F0610	302	11	11	340114
R3623210000002007080189	1	105	5612	400	71	2499	520	9	2309	2	E0210	302	11	18	142729
R3623210000002007080190	1	122	5113	805	71	1702	510	46	2201	3	L0101	204	11	13	130637
R3623210000002007080191	1	120	7485	803	10	140	563	20	2107	1	E0131	302	11	15	440307
R3623210000002007080192	1	125	6512	552	31	2223	506	36	2103	3	P0403	100	11	18	430402
R3623210000002007080193	1	110	4602	812	60	1401	506	48	2117	1	C0229	207	11	14	441481
R3623210000002007080194	1	109	4507	536	26	100	541	49	2106	4	A1600	300	11	17	510132
R3623210000002007080195	1	113	6402	539	30	1399	527	45	2121	3	Q0601	120	11	18	371321
R3623210000002007080196	1	122	2109	122	73	1899	518	20	2201	2	W0788	207	11	16	150203
R3623210000002007080197	1	104	5715	519	60	2325	536	36	2120	4	F0410	201	11	14	372901
R3623210000002007080198	1	127	4503	559	64	2212	571	6	2104	2	B0140	200	11	16	130133
R3623210000002007080199	1	108	3509	527	30	700	518	3	2112	2	U0440	312	11	18	131100
R3623210000002007080200	1	122	4590	523	41	2213	509	16	2306	5	P0104	207	11	12	341201
R3623210000002007080201	1	118	1190	553	15	2282	512	40	2208	4	F0299	312	11	13	620100
R3623210000002007080202	1	121	5318	570	31	1603	542	29	2402	2	J0104	301	11	17	533102
R3623210000002007080203	1	106	5705	555	62	1407	558	19	2401	6	O0205	313	11	14	511101
R3623210000002007080204	1	127	6101	510	30	2228	510	14	2109	2	A1706	311	11	18	370681
R3623210000002007080205	1	113	4504	810	71	2323	534	19	2308	1	E0202	206	11	16	510821
R3623210000002007080206	1	126	3501	302	26	1409	566	16	2400	4	A0109	208	11	19	142727
R3623210000002007080207	1	104	5310	303	62	1183	524	47	2306	1	F0105	201	11	11	371313
R3623210000002007080208	1	127	7103	203	50	1699	530	26	2201	6	C0116	202	11	15	140426
R3623210000002007080209	1	108	7102	122	72	382	539	33	2113	4	F0199	110	11	11	222424
R3623210000002007080210	1	120	3200	562	23	2304	530	29	2405	3	A1603	204	11	13	370406
R3623210000002007080211	1	127	5490	567	41	1307	568	43	2105	6	W0196	300	11	18	130131
R3623210000002007080212	1	116	2900	568	13	2202	520	41	2300	4	W0104	204	11	12	452428
R3623210000002007080213	1	122	4106	517	73	1105	532	37	2306	2	W0068	300	11	11	370881
R3623210000002007080214	1	122	5315	500	27	2203	527	3	2404	3	B0907	208	11	13	362532
R3623210000002007090018	1	112	5702	561	42	2206	541	5	2212	6	C0606	209	11	13	150525
R3623210000002007090019	1	123	2307	528	72	2214	545	2	2116	3	U0440	302	11	19	310229
R3623210000002007090020	1	120	7114	570	69	2218	568	41	2112	1	X0043	207	11	18	450204
R3623210000002007090021	1	119	2302	566	24	2308	521	11	2119	3	M0202	205	11	15	231085
R3623210000002007090022	1	118	6104	554	26	1880	572	32	2200	1	G0403	207	11	11	360410
R3623210000002007090023	1	127	4301	545	25	2283	564	30	2107	1	A0591	202	11	18	220202
R3623210000002007090024	1	117	4506	300	26	2214	535	29	2200	6	B1299	202	11	11	320111
R3623210000002007090025	1	112	6441	548	64	2217	564	34	2104	3	A0199	302	11	13	652302
R3623210000002007090026	1	102	5315	527	13	1601	556	43	2301	6	A1794	300	11	15	340204
R3623210000002007090027	1	110	5705	534	15	2231	517	50	2213	6	X0041	204	11	12	373005
R3623210000002007090028	1	101	4510	500	52	120	501	31	2111	6	B0170	300	11	14	210624
R3623210000002007090029	1	121	3400	203	72	2116	513	11	2106	2	S0107	202	11	19	370611
R3623210000002007090030	1	123	5682	535	28	1106	503	22	2308	1	E0409	120	11	14	131026
R3623210000002007090031	1	117	6523	503	42	1803	502	37	2123	1	M0102	204	11	13	341182
R3623210000002007090032	1	115	2380	203	67	2230	509	30	2406	1	B0399	300	11	15	612426
R3623210000002007090033	1	118	5300	121	15	390	538	32	2211	5	A0106	207	11	11	310104
R3623210000002007090034	1	103	6405	551	51	1302	539	39	2304	3	P0199	204	11	12	341701
R3623210000002007090035	1	109	6112	512	13	2181	554	29	2108	1	Y0037	110	11	14	131122
R3623210000002007090036	1	104	2213	202	64	2380	519	35	2119	4	I0400	200	11	16	140106
R3623210000002007090037	1	103	3306	527	30	1401	572	41	2118	5	A1401	120	11	13	220523
R3623210000002007090038	1	122	1302	554	27	2218	561	31	2119	6	A1504	312	11	18	421125
R3623210000002007090039	1	118	7201	300	51	2382	502	29	2119	6	W0104	203	11	12	321205
R3623210000002007090040	1	107	4112	810	61	1410	528	37	2114	2	U0400	200	11	12	130103
R3623210000002007090041	1	101	4104	808	68	2329	567	81	2209	1	P0202	205	11	11	152629
R3623210000002007090042	1	103	6432	543	68	1104	542	2	2111	3	L0605	110	11	14	542134
R3623210000002007090043	1	112	3530	548	70	1600	538	12	2305	5	E0413	299	11	19	500000
R3623210000002007090044	1	113	7489	569	30	1304	523	8	2121	3	D0108	299	11	16	140181
R3623210000002007090045	1	111	4113	557	25	1185	549	30	2124	1	P0199	313	11	14	522222
R3623210000002007090046	1	102	5390	539	48	2115	567	32	2210	6	C0233	205	11	11	142732
R3623210000002007090047	1	124	3511	812	61	2314	573	6	2309	6	C0603	209	11	14	370801
R3623210000002007090048	1	120	3601	305	24	2329	556	81	2309	1	E0115	200	11	13	532727
R3623210000002007090049	1	101	6433	516	10	2333	541	7	2405	4	A1303	208	11	11	460105
R3623210000002007090050	1	119	7402	122	24	1185	558	49	2302	6	H0700	208	11	14	140202
R3623210000002007090051	1	120	3510	534	67	2310	538	48	2307	5	T0100	110	11	15	341021
R3623210000002007090052	1	119	3302	810	47	2234	501	8	2116	1	B0210	200	11	13	440421
R3623210000002007090053	1	102	6300	200	50	2309	552	45	2124	4	J0202	200	11	15	522526
R3623210000002007090054	1	127	5308	541	66	2406	567	19	2209	3	Q0705	206	11	12	632723
R3623210000002007090055	1	113	6412	525	68	1406	574	25	2205	3	X0022	204	11	18	620000
R3623210000002007090056	1	127	4906	514	52	2200	557	7	2406	6	L0103	302	11	14	430601
R3623210000002007090057	1	105	3514	536	23	2103	522	17	2306	3	P0400	203	11	17	360500
R3623210000002007090058	1	117	4902	557	72	1503	554	18	2406	3	N0205	204	11	15	330100
R3623210000002007090059	1	114	6428	524	41	1309	502	44	2403	2	Q0400	311	11	16	341324
R3623210000002007090060	1	111	2116	200	20	1301	566	80	2117	2	B1000	299	11	13	430105
R3623210000002007100001	1	112	2101	532	72	1105	557	15	2212	5	B9900	311	11	12	411201
R3623210000002007100002	1	120	4190	505	60	2309	530	9	2211	3	F0410	205	11	14	210881
R3623210000002007100004	1	119	5690	120	51	701	526	50	2118	3	C0110	313	11	15	320124
R3623210000002007100005	1	127	3281	551	70	1300	520	82	2102	4	W0032	206	11	19	612423
R3623210000002007120001	1	122	7400	290	65	1802	522	19	2303	3	T9900	200	11	17	460000
R3623210000002007120002	1	117	6414	807	64	2206	564	32	2212	4	I0600	301	11	19	220502
R3623210000002007120003	1	111	7207	534	68	1499	504	7	2401	3	E0304	110	11	11	230828
R3623210000002007120004	1	121	4302	542	65	500	572	45	2106	4	A1799	204	11	14	430604
R3623210000002007120005	1	126	2207	812	66	1310	567	35	2304	5	F0600	205	11	19	450481
R3623210000002007120006	1	122	7481	110	28	1304	516	26	2211	3	M0405	110	11	13	522401
R3623020000002007090005	1	102	3508	290	20	1681	545	40	2117	4	C0220	205	11	12	511529
R3623020000002007090007	1	126	5110	526	46	1199	509	17	2103	3	V9900	300	11	16	130229
R3623020000002007090008	1	113	4205	545	46	140	549	16	2116	1	M0404	100	11	12	140502
R3623020000002007090013	1	111	3406	304	15	330	527	33	2300	2	B0502	301	11	18	530000
R3623210000002007080001	1	121	6112	305	65	2384	527	47	2209	5	Q0699	312	11	14	640222
R3623210000002007080002	1	124	5406	545	46	1603	536	10	2125	2	F0410	200	11	12	230902
R3623210000002007080003	1	107	4901	512	64	1704	536	6	2102	6	W0554	100	11	18	330821
R3623210000002007080004	1	115	5301	200	70	2400	519	16	2211	4	Y0004	203	11	12	652824
R3623210000002007080005	1	119	4190	123	20	2309	518	22	2111	2	A0106	203	11	18	542526
R3623210000002007080006	1	115	4904	590	68	100	521	19	2106	4	J0202	208	11	12	430403
R3623210000002007080007	1	111	5205	558	13	2310	511	11	2303	1	G0499	190	11	13	610528
R3623210000002007080008	1	124	7103	562	42	2231	512	29	2207	2	P0401	110	11	15	330103
R3623210000002007080009	1	102	3503	559	21	2299	511	16	2406	1	L0330	110	11	13	450512
R3623210000002007080010	1	112	3281	560	68	1210	510	31	2116	4	B0701	202	11	13	372328
R3623210000002007080011	1	108	3305	512	67	1703	574	80	2307	4	H0800	313	11	15	650106
R3623210000002007080012	1	123	1302	300	15	1604	523	26	2123	5	N0208	100	11	14	360440
R3623210000002007080013	1	119	1109	548	10	1603	549	46	2203	4	A0901	301	11	11	370301
R3623210000002007080014	1	118	3400	568	73	1199	555	23	2406	3	U0310	302	11	11	330902
R3623210000002007080015	1	109	6401	490	12	380	547	47	2309	1	W0040	313	11	11	430901
R3623210000002007080017	1	123	3501	536	73	2110	523	22	2405	3	I0106	120	11	12	410802
R3623210000002007080018	1	103	6205	508	51	1800	508	31	2202	4	N0199	299	11	13	441200
R3623210000002007080019	1	106	6427	540	10	2402	601	82	2403	1	C0604	100	11	17	362425
R3623210000002007080020	1	118	4909	535	13	1702	515	29	2201	6	L0206	206	11	13	411211
R3623210000002007080021	1	111	6418	545	60	1106	501	81	2117	3	A1705	301	11	17	152627
R3623210000002007080022	1	106	2124	190	12	2199	510	32	2101	5	C0242	209	11	12	452126
R3623210000002007080023	1	114	6425	530	28	2310	548	35	2112	2	A0199	300	11	15	362522
R3623210000002007080024	1	120	3690	402	48	1411	547	30	2200	5	A1602	299	11	17	130926
R3623210000002007080025	1	127	6428	515	48	2318	537	35	2113	5	H1001	206	11	12	652900
R3623210000002007080026	1	109	5380	525	25	1783	561	34	2106	5	C0236	209	11	17	211101
R3623210000002007080027	1	124	3501	517	64	1881	503	46	2103	3	G0403	205	11	18	320000
R3623210000002007080028	1	108	4290	536	48	1300	502	42	2105	6	E0402	190	11	13	441827
R3623210000002007080029	1	120	2308	562	61	2282	504	1	2110	3	F0301	100	11	14	510683
R3623210000002007080030	1	122	4112	533	52	1185	515	39	2406	2	H0799	313	11	15	130625
R3623210000002007080031	1	121	5611	521	20	1220	546	43	2112	3	H1499	204	11	16	330700
R3623210000002007080032	1	127	7200	507	73	1603	524	43	2102	3	W0376	207	11	11	452702
R3623210000002007080033	1	122	3505	558	43	2234	535	20	2209	6	U9900	302	11	12	220724
R3623210000002007080034	1	117	2205	812	16	1104	502	81	2205	5	S0107	299	11	19	330500
R3623210000002007080035	1	104	5204	573	72	2323	540	39	2108	6	R0203	312	11	12	542127
R3623210000002007080036	1	120	5181	305	72	1799	559	11	2207	6	J0400	110	11	15	410183
R3623210000002007080037	1	106	5603	564	66	2481	517	33	2304	2	L0340	312	11	19	420583
R3623210000002007080038	1	118	2200	100	67	2114	513	29	2108	4	W0590	207	11	18	220400
R3623210000002007080039	1	109	4113	523	12	1185	539	81	2309	6	K0799	202	11	14	450804
R3623210000002007080040	1	116	2206	530	12	2329	516	25	2123	5	L0600	312	11	14	511621
R3623210000002007080041	1	112	5480	120	25	2116	505	46	2201	1	X0035	313	11	11	632324
R3623210000002007080042	1	116	4605	532	15	1408	504	11	2123	1	A0108	200	11	17	320681
R3623210000002007080043	1	109	6415	565	47	1102	501	10	2201	4	B0903	312	11	16	420601
R3623210000002007080044	1	101	5409	813	32	2215	601	29	2403	4	B1099	204	11	17	440184
R3623210000002007080045	1	103	6405	536	66	2326	549	5	2110	6	B0801	204	11	11	410724
R3623210000002007080046	1	125	2212	549	25	2220	515	46	2213	6	Q0599	204	11	14	452132
R3623210000002007080047	1	107	5317	401	21	2310	556	19	2126	5	A0402	209	11	17	362322
R3623210000002007080048	1	108	2112	805	45	1103	516	14	2115	3	C0304	120	11	14	411224
R3623210000002007080049	1	105	7482	531	14	1304	522	21	2300	6	Q0701	120	11	15	421003
R3623210000002007080050	1	118	4300	553	70	1407	559	12	2105	6	O9900	209	11	19	350430
R3623210000002007080051	1	109	5311	554	72	2281	566	30	2405	2	A0500	201	11	12	360313
R3623210000002007080052	1	126	4910	201	63	2200	572	10	2208	6	F0599	302	11	12	532622
R3623210000002007080053	1	121	4605	526	44	2320	506	37	2207	4	P0203	302	11	16	620111
R3623210000002007080054	1	125	6434	505	22	1308	524	47	2200	4	W0112	204	11	17	210711
R3623210000002007080055	1	123	6531	565	42	1410	503	27	2108	1	X0052	190	11	11	520101
R3623210000002007080056	1	108	5683	549	42	2308	538	45	2111	4	Q0300	300	11	16	152131
R3623210000002007080057	1	109	3303	549	51	2407	538	3	2309	5	F0307	313	11	18	140302
R3623210000002007080058	1	116	4480	812	43	381	542	80	2122	2	C0242	110	11	18	421101
R3623210000002007080059	1	119	5000	539	47	1311	513	44	2104	3	C0233	208	11	12	320106
R3623210000002007080060	1	110	5204	534	28	2327	562	39	2211	2	Q0104	190	11	13	350781
R3623210000002007080061	1	116	5305	403	50	2404	549	25	2403	4	S0110	300	11	13	220322
R3623210000002007080062	1	105	2126	558	28	500	538	41	2110	1	T0100	100	11	13	532701
R3623210000002007080063	1	113	7111	810	66	2280	502	39	2122	6	A1401	299	11	11	152200
R3623210000002007080064	1	122	6418	534	10	2382	534	1	2117	2	X0022	190	11	12	440902
R3623210000002007080065	1	118	5108	525	31	2200	533	42	2112	5	I0599	209	11	13	542429
R3623210000002007080066	1	120	6202	526	67	1502	523	11	2403	2	A1191	204	11	17	440402
R3623210000002007080067	1	108	2210	524	30	2107	514	44	2122	3	I0900	302	11	16	370911
R3623210000002007080068	1	125	6410	800	51	1304	538	9	2202	2	G0208	202	11	17	142301
R3623210000002007080069	1	126	3390	122	66	2200	517	32	2115	4	H1600	206	11	14	422828
R3623210000002007080070	1	115	2111	504	23	799	507	32	2124	4	L0701	313	11	11	420900
R3623210000002007080071	1	114	2380	523	41	1704	563	11	2103	5	H1005	110	11	19	362300
R3623210000002007080072	1	115	3404	403	62	2204	535	41	2117	3	W0446	301	11	17	620105
R3623210000002007080073	1	105	1302	514	12	1701	504	39	2101	2	Q0107	301	11	11	431124
R3623210000002007080074	1	109	3300	545	51	1502	561	10	2107	1	Q0110	201	11	14	330718
R3623210000002007080075	1	111	2211	510	46	2327	546	6	2103	3	S0300	201	11	12	341501
R3623210000002007080076	1	107	3404	511	68	2223	529	51	2304	4	Y0021	203	11	16	362302
R3623210000002007080077	1	115	6416	512	63	1210	504	31	2108	2	X0024	110	11	14	420581
R3623210000002007080078	1	110	6180	813	46	140	541	82	2213	1	C0220	201	11	13	513336
R3623210000002007080079	1	123	7302	808	30	1708	537	46	2210	5	U0600	202	11	13	340603
R3623210000002007080080	1	119	6104	519	10	1108	571	19	2212	4	F0610	204	11	16	520101
R3623210000002007080081	1	125	5607	533	10	110	540	29	2213	3	X0028	120	11	14	452223
R3623210000002007080082	1	105	3513	800	61	1406	532	40	2112	1	M0200	301	11	12	320121
R3623210000002007080083	1	118	5313	303	26	1107	529	36	2306	2	W0218	120	11	13	532328
R3623210000002007080084	1	126	6404	554	25	1302	518	23	2303	5	B0599	312	11	14	452132
R3623210000002007080085	1	113	5680	500	51	702	553	82	2203	2	U0100	100	11	15	320306
R3623210000002007080086	1	125	2303	534	21	1305	533	28	2118	5	C0223	207	11	14	420600
R3623210000002007080087	1	108	5306	812	47	330	570	26	2123	4	B0100	190	11	16	652123
R3623210000002007080088	1	114	3503	534	14	1701	573	81	2406	4	H0107	100	11	18	130129
R3623210000002007080089	1	116	5603	401	28	1399	602	5	2119	5	J0303	120	11	14	142333
R3623210000002007080090	1	119	2380	303	60	2226	504	23	2111	1	L0100	311	11	19	330802
R3623210000002007080091	1	121	6502	539	50	2201	552	42	2304	1	E0110	311	11	15	430523
R3623210000002007080092	1	109	7103	400	12	1103	511	37	2113	3	I0103	204	11	16	410221
R3623210000002007080093	1	116	2403	548	73	2324	552	80	2114	2	W0442	302	11	14	420281
R3623210000002007080094	1	113	5510	502	73	2403	547	15	2115	5	L0599	190	11	17	211102
R3623210000002007080095	1	124	2307	203	15	2321	533	42	2403	6	V0111	207	11	15	210911
R3623210000002007080096	1	110	5312	540	46	2305	573	11	2123	1	P0102	201	11	11	510793
R3623210000002007080097	1	116	4606	302	62	2318	505	22	2101	2	M0503	204	11	14	130121
R3623210000002007080098	1	108	6103	301	26	1200	565	45	2126	4	F0631	302	11	18	211314
R3623210000002007080099	1	111	2404	573	32	2323	571	37	2303	6	X0067	299	11	18	510792
R3623210000002007080100	1	124	7302	538	12	2230	527	39	2113	4	B0201	299	11	11	362526
R3623210000002007080101	1	108	7488	803	22	1309	521	25	2108	4	A1505	110	11	19	640321
R3623210000002007080102	1	113	7115	122	11	2311	531	28	2112	5	K1099	110	11	13	142723
R3623210000002007080103	1	121	7405	570	14	2382	546	82	2105	2	B0499	311	11	18	622924
R3623210000002007080104	1	105	5305	100	20	1408	557	15	2117	4	C0308	301	11	19	340814
R3623210000002007080105	1	110	3300	507	73	1400	523	15	2126	5	A1400	202	11	11	350402
